serialanon,gorehs,hhcomp1,hhsizex,ndepchild,agehrp4x,agehrp6x,emphrpx,ethhrp2x,sexhrp,nbedsx,accomhh1,lenresb,ftbuyer,tenure4,mortwkx,rentwkx,amthbenx,housbenx,HYEARGRx,hhvulx
18190000519,8,7,1,0,4,6,3,1,2,1,4,7,3,2,-9.00,100.00,87.00,1,12477.40,1
18190000521,2,1,2,0,3,5,1,1,1,5,1,7,1,1,0.00,-9.00,-9.00,-9,97500.00,2
18190000527,7,1,2,0,4,6,3,1,1,3,3,8,2,1,0.00,-9.00,-9.00,-9,26247.50,1
18190000528,7,3,2,0,3,5,2,1,2,2,3,2,3,3,-9.00,160.38,0.00,2,37700.00,2
18190000531,8,6,1,0,2,3,4,1,1,1,4,7,3,2,-9.00,116.00,110.00,1,5720.00,1
18190000532,5,1,2,0,4,6,3,1,2,3,1,8,2,1,0.00,-9.00,-9.00,-9,26157.50,2
18190000533,7,1,3,0,3,4,3,1,1,4,1,6,2,1,0.00,-9.00,-9.00,-9,16562.50,2
18190000534,7,7,1,0,2,3,2,1,2,3,3,7,1,1,0.00,-9.00,-9.00,-9,8655.00,2
18190000535,2,1,7,4,3,5,4,1,1,5,3,7,3,2,-9.00,96.00,24.84,1,20795.00,1
18190000536,4,3,3,1,3,4,6,1,2,3,3,2,3,2,-9.00,84.00,84.00,1,12737.40,1
18190000542,8,4,2,0,2,2,1,1,1,1,4,3,3,3,-9.00,380.77,0.00,2,58897.50,2
18190000543,6,1,3,1,3,4,6,1,1,4,1,6,2,1,0.00,-9.00,-9.00,-9,55423.90,2
18190000544,5,7,1,0,4,6,3,1,2,2,1,8,2,1,0.00,-9.00,-9.00,-9,8476.00,1
18190000545,4,6,1,0,4,6,3,1,1,3,2,8,1,1,0.00,-9.00,-9.00,-9,8476.00,1
18190000546,10,6,1,0,4,6,3,1,1,1,3,3,3,2,-9.00,71.00,71.00,1,14799.60,1
18190000550,2,1,3,0,3,4,1,1,1,3,2,6,2,1,0.00,-9.00,-9.00,-9,70672.50,2
18190000551,2,7,1,0,3,4,6,1,2,2,3,1,3,2,-9.00,91.00,91.00,1,9750.00,1
18190000556,9,3,4,0,3,4,4,1,2,3,3,6,3,2,-9.00,109.00,78.00,1,10491.00,1
18190000557,9,6,1,0,3,5,2,1,1,1,4,5,2,1,0.00,-9.00,-9.00,-9,8840.00,2
18190000559,10,1,2,0,4,6,3,1,1,3,1,8,1,1,0.00,-9.00,-9.00,-9,16387.50,2
18190000562,10,1,3,1,3,4,1,1,1,3,3,6,1,1,143.08,-9.00,-9.00,-9,43353.90,2
18190000563,6,7,1,0,1,1,6,1,2,1,4,2,3,2,-9.00,58.00,58.00,1,16082.00,1
18190000565,8,1,2,0,3,5,1,1,1,4,2,7,2,1,43.85,-9.00,-9.00,-9,100000.00,2
18190000568,10,1,3,0,3,5,1,1,1,3,1,6,2,1,0.00,-9.00,-9.00,-9,48566.25,2
18190000569,9,3,4,3,2,3,2,1,2,3,1,4,2,1,219.23,-9.00,-9.00,-9,24082.55,1
18190000572,4,7,1,0,4,6,3,1,2,2,3,3,3,3,-9.00,111.92,0.00,2,9308.50,2
18190000574,2,7,1,0,4,6,3,1,2,2,3,6,2,1,0.00,-9.00,-9.00,-9,8476.00,1
18190000575,9,1,4,2,3,4,1,1,1,3,3,6,1,1,0.00,-9.00,-9.00,-9,38968.30,2
18190000578,7,1,2,0,3,5,2,1,2,4,1,6,2,1,0.00,-9.00,-9.00,-9,27687.50,2
18190000579,6,1,2,0,3,5,1,1,1,3,1,7,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190000581,9,7,1,0,1,2,1,1,2,2,4,3,1,1,156.23,-9.00,-9.00,-9,41650.00,2
18190000582,7,1,2,0,3,5,1,1,2,2,4,3,3,2,-9.00,244.62,0.00,2,72955.00,2
18190000584,8,6,1,0,1,1,5,1,1,1,4,1,3,3,-9.00,280.00,0.00,2,15340.00,2
18190000585,4,6,1,0,1,2,1,1,1,2,2,2,3,3,-9.00,130.00,0.00,2,24700.00,2
18190000587,9,1,2,0,2,2,1,1,1,2,3,4,3,2,-9.00,108.92,16.62,1,44034.02,1
18190000588,6,7,1,0,4,6,3,1,2,2,2,6,3,3,-9.00,92.31,0.00,2,10044.60,1
18190000592,8,1,4,0,3,5,1,1,1,4,3,7,2,1,0.00,-9.00,-9.00,-9,84183.52,2
18190000594,2,1,3,1,1,1,1,1,1,3,2,4,3,3,-9.00,120.00,0.00,2,33316.40,2
18190000595,2,1,2,0,3,4,1,1,1,3,2,6,1,1,126.00,-9.00,-9.00,-9,26937.50,2
18190000596,10,1,2,0,2,3,1,1,1,3,1,1,2,1,129.23,-9.00,-9.00,-9,33561.25,2
18190000597,1,7,1,0,2,3,2,1,2,2,2,6,1,1,43.81,-9.00,-9.00,-9,9880.00,2
18190000599,9,3,3,1,3,4,2,1,2,2,2,4,3,3,-9.00,200.38,85.00,1,27955.60,1
18190000600,8,5,4,0,1,2,1,1,2,4,3,2,3,3,-9.00,598.99,0.00,2,100000.00,2
18190000601,2,6,1,0,4,6,3,1,1,1,4,8,2,1,0.00,-9.00,-9.00,-9,23010.00,2
18190000603,6,1,5,3,2,2,2,1,2,3,2,4,3,3,-9.00,138.46,113.08,1,39901.20,1
18190000605,4,1,3,0,3,5,1,1,1,4,2,7,2,1,0.00,-9.00,-9.00,-9,46537.50,2
18190000607,10,6,1,0,3,5,6,2,1,1,4,6,3,2,-9.00,86.54,86.54,1,3996.80,1
18190000608,5,7,1,0,1,2,1,1,2,2,4,2,3,3,-9.00,138.46,0.00,2,49650.00,2
18190000609,4,3,3,2,3,4,2,1,2,3,1,5,2,1,0.00,-9.00,-9.00,-9,32329.80,1
18190000614,10,1,3,0,3,4,1,1,2,5,1,6,2,1,0.00,-9.00,-9.00,-9,86662.50,2
18190000615,7,1,2,0,4,6,3,1,1,2,1,4,2,1,0.00,-9.00,-9.00,-9,26808.00,2
18190000616,6,7,1,0,4,6,3,1,2,1,4,2,3,2,-9.00,115.48,0.00,2,8476.00,1
18190000619,8,1,2,0,4,6,3,1,1,2,4,6,2,1,0.00,-9.00,-9.00,-9,24121.50,1
18190000621,1,3,4,3,1,1,6,1,2,2,3,1,3,3,-9.00,87.69,78.46,1,12017.20,1
18190000628,1,1,4,2,2,2,1,1,1,3,3,4,3,2,-9.00,91.00,0.00,2,34307.55,2
18190000629,10,1,4,1,3,4,1,1,1,3,1,2,2,1,0.00,-9.00,-9.00,-9,86538.90,2
18190000630,8,1,4,1,3,4,1,2,2,3,3,7,1,1,118.15,-9.00,-9.00,-9,75001.40,2
18190000632,8,6,1,0,4,6,3,1,1,1,4,7,3,2,-9.00,106.00,70.00,1,32760.00,1
18190000634,9,3,3,0,3,4,1,1,2,3,1,8,1,1,114.00,-9.00,-9.00,-9,93780.00,2
18190000636,7,3,3,1,3,4,4,1,2,4,2,6,3,2,-9.00,96.00,96.00,1,17234.88,1
18190000638,2,7,1,0,4,6,3,2,2,3,3,8,3,2,-9.00,90.00,90.00,1,9360.00,1
18190000640,9,1,3,1,1,2,1,1,1,3,1,3,2,1,92.31,-9.00,-9.00,-9,41626.80,2
18190000641,4,7,1,0,3,4,1,1,2,2,4,6,3,3,-9.00,144.23,0.00,2,35231.19,2
18190000646,5,1,3,1,2,2,1,1,2,3,1,2,1,1,141.69,-9.00,-9.00,-9,35396.40,2
18190000649,8,1,2,0,3,5,2,1,2,3,3,4,3,3,-9.00,293.08,253.85,1,17420.00,1
18190000650,10,1,2,0,4,6,3,1,1,4,1,7,2,1,0.00,-9.00,-9.00,-9,100000.00,2
18190000653,9,1,3,0,3,5,1,1,2,3,3,2,2,1,0.00,-9.00,-9.00,-9,81125.00,2
18190000654,9,1,2,0,3,5,1,1,1,5,1,6,2,1,742.45,-9.00,-9.00,-9,100000.00,2
18190000658,4,3,2,1,3,4,4,1,2,2,3,6,3,2,-9.00,76.62,76.62,1,9119.76,1
18190000659,9,1,2,0,4,6,3,1,1,2,4,6,2,1,0.00,-9.00,-9.00,-9,37057.50,1
18190000660,5,7,1,0,3,5,1,1,2,3,1,4,2,1,64.42,-9.00,-9.00,-9,27211.69,2
18190000661,7,6,1,0,3,4,1,1,1,3,1,5,2,1,0.00,-9.00,-9.00,-9,30381.45,2
18190000666,2,3,5,4,2,3,4,1,2,3,3,6,3,2,-9.00,90.38,90.38,1,15485.60,1
18190000667,1,7,1,0,4,6,3,1,2,2,2,4,3,2,-9.00,86.00,81.00,1,9568.00,1
18190000668,6,1,2,0,4,6,3,1,1,2,1,7,2,1,0.00,-9.00,-9.00,-9,15113.00,2
18190000672,2,3,3,2,2,2,2,1,2,3,2,1,3,2,-9.00,92.31,92.31,1,11928.80,1
18190000673,9,1,2,0,3,5,3,1,1,2,2,4,2,1,0.00,-9.00,-9.00,-9,37465.33,2
18190000675,1,3,3,0,3,4,6,1,2,3,3,6,2,1,80.77,-9.00,-9.00,-9,30295.00,2
18190000678,4,3,4,3,1,2,6,1,2,3,2,4,3,2,-9.00,105.50,97.50,1,15145.20,1
18190000680,7,1,2,0,2,2,1,1,1,1,4,4,1,1,92.31,-9.00,-9.00,-9,54600.00,2
18190000681,5,1,3,1,3,4,1,1,1,3,1,5,2,1,251.54,-9.00,-9.00,-9,58977.65,2
18190000682,9,1,2,0,4,6,2,1,1,3,2,8,2,1,0.00,-9.00,-9.00,-9,31522.50,2
18190000684,8,1,3,1,2,3,1,2,1,3,5,6,3,3,-9.00,346.15,0.00,2,23388.90,2
18190000685,4,1,4,2,3,4,1,2,1,4,1,5,2,1,184.62,-9.00,-9.00,-9,31200.00,2
18190000688,9,1,3,0,4,6,3,1,1,3,2,8,3,2,-9.00,123.00,0.00,2,36691.60,1
18190000693,9,7,1,0,4,6,3,1,2,3,3,6,2,1,0.00,-9.00,-9.00,-9,21779.00,2
18190000695,8,1,4,2,2,2,2,1,1,2,4,5,3,3,-9.00,336.92,207.69,1,24304.80,1
18190000700,5,3,2,0,3,4,2,1,2,3,1,4,2,1,0.00,-9.00,-9.00,-9,23155.00,2
18190000701,9,7,1,0,3,5,1,2,2,1,6,3,3,3,-9.00,91.15,0.00,2,17235.00,2
18190000702,8,3,3,2,2,3,1,1,2,2,3,2,3,3,-9.00,276.92,254.78,1,16610.52,1
18190000709,7,5,2,0,3,5,1,1,2,2,3,6,3,3,-9.00,107.50,47.50,1,23033.38,1
18190000711,2,1,2,0,3,4,1,1,2,3,3,6,3,2,-9.00,115.38,0.00,2,40300.00,2
18190000712,9,2,3,0,3,4,2,1,1,3,3,7,1,1,0.00,-9.00,-9.00,-9,29326.25,2
18190000713,9,3,3,1,3,4,2,1,2,3,3,5,2,1,89.54,-9.00,-9.00,-9,29088.90,1
18190000714,2,1,4,0,3,4,1,1,1,4,1,6,2,1,369.23,-9.00,-9.00,-9,100000.00,2
18190000715,9,3,3,1,2,3,2,1,2,3,3,7,3,3,-9.00,184.62,150.00,1,29676.40,1
18190000718,6,3,4,3,2,3,1,1,2,3,2,3,3,2,-9.00,85.85,23.08,1,31647.20,1
18190000719,5,1,4,2,2,3,1,1,1,3,2,6,1,1,161.54,-9.00,-9.00,-9,32063.80,2
18190000720,8,7,1,0,4,6,3,1,2,2,4,8,1,1,0.00,-9.00,-9.00,-9,8476.00,1
18190000723,6,6,1,0,4,6,1,1,1,2,2,7,3,2,-9.00,93.46,0.00,2,47273.00,2
18190000725,2,1,2,0,1,1,1,1,1,3,2,1,3,3,-9.00,184.62,0.00,2,44444.26,2
18190000728,8,1,5,3,3,5,1,1,1,5,3,4,2,1,1811.50,-9.00,-9.00,-9,100000.00,2
18190000730,9,1,2,0,3,4,1,1,1,3,3,1,3,3,-9.00,219.23,0.00,2,30657.46,2
18190000733,7,1,2,0,1,2,1,1,2,3,2,2,3,3,-9.00,173.08,0.00,2,42900.00,2
18190000734,2,1,2,0,4,6,3,1,1,3,3,8,3,2,-9.00,86.54,86.54,1,12938.00,1
18190000735,2,1,4,1,3,5,4,1,1,3,3,6,3,2,-9.00,111.00,0.00,2,19796.40,2
18190000739,4,1,2,0,1,2,1,1,2,3,2,4,1,1,80.08,-9.00,-9.00,-9,49681.25,2
18190000740,7,1,3,1,3,4,2,1,2,3,1,6,2,1,204.23,-9.00,-9.00,-9,17231.88,1
18190000743,6,1,2,0,4,6,1,2,1,3,2,8,1,1,20.86,-9.00,-9.00,-9,79713.06,2
18190000744,9,6,1,0,2,3,6,1,1,1,3,2,3,2,-9.00,96.92,0.00,2,19960.00,2
18190000745,2,1,5,3,2,3,1,1,1,4,1,4,2,1,126.92,-9.00,-9.00,-9,44575.00,2
18190000746,6,1,2,0,1,2,1,2,2,3,3,4,3,3,-9.00,126.92,0.00,2,35080.52,2
18190000747,9,1,5,2,3,4,1,1,1,5,1,6,2,1,530.77,-9.00,-9.00,-9,100000.00,2
18190000753,9,1,3,1,2,3,1,1,1,2,4,1,3,3,-9.00,161.54,0.00,2,14076.40,2
18190000754,9,6,1,0,3,5,1,1,1,1,3,2,3,3,-9.00,161.54,0.00,2,26387.50,2
18190000755,8,7,1,0,3,4,6,2,2,1,4,6,3,2,-9.00,120.00,100.00,1,5304.00,1
18190000756,2,7,1,0,4,6,3,1,2,3,1,8,1,1,0.00,-9.00,-9.00,-9,8476.00,1
18190000757,9,3,2,1,3,5,6,1,2,3,3,8,2,1,20.08,-9.00,-9.00,-9,15784.40,1
18190000758,10,7,1,0,3,4,1,1,2,3,3,5,2,1,94.62,-9.00,-9.00,-9,16120.00,2
18190000763,7,1,2,0,3,4,1,1,2,4,1,7,1,1,0.00,-9.00,-9.00,-9,35808.92,2
18190000766,9,5,5,1,3,5,1,1,2,3,3,6,3,3,-9.00,230.77,0.00,2,80400.00,2
18190000770,4,7,1,0,3,5,2,1,2,2,3,6,3,2,-9.00,80.00,80.00,1,6800.56,1
18190000774,5,1,2,0,4,6,2,1,1,2,1,4,2,1,0.00,-9.00,-9.00,-9,49804.50,2
18190000777,5,4,2,0,3,4,1,1,1,3,2,4,2,1,105.00,69.23,0.00,2,42628.00,2
18190000781,8,3,7,4,2,3,2,2,2,5,3,3,3,2,-9.00,507.69,507.69,1,29861.00,1
18190000783,1,1,4,0,2,3,1,1,2,4,2,6,2,1,110.77,-9.00,-9.00,-9,82875.00,2
18190000786,10,2,2,1,2,3,1,1,1,4,1,6,2,1,221.54,-9.00,-9.00,-9,86485.29,2
18190000787,9,1,4,2,2,3,1,1,1,4,1,4,1,1,323.08,-9.00,-9.00,-9,100000.00,2
18190000789,8,1,5,3,2,3,2,2,1,3,2,5,3,3,-9.00,426.92,92.31,1,37587.66,1
18190000791,9,6,1,0,3,5,1,1,1,2,4,2,2,1,104.54,-9.00,-9.00,-9,40575.00,2
18190000792,2,7,1,0,1,1,5,2,2,1,4,2,3,3,-9.00,150.00,0.00,2,24671.40,2
18190000797,7,1,2,0,1,1,1,1,2,1,4,1,3,3,-9.00,184.62,0.00,2,62161.18,2
18190000798,4,1,2,0,3,5,1,1,1,2,4,2,2,1,0.00,-9.00,-9.00,-9,40490.00,1
18190000804,2,1,5,2,2,3,1,1,1,3,1,5,2,1,101.54,-9.00,-9.00,-9,55088.80,2
18190000805,6,3,2,0,4,6,3,1,2,3,2,7,2,1,0.00,-9.00,-9.00,-9,21476.00,1
18190000807,9,1,4,2,2,3,1,1,1,2,4,6,3,2,-9.00,100.00,0.00,2,48607.55,2
18190000808,4,1,3,1,2,2,1,1,1,3,3,5,1,1,103.85,-9.00,-9.00,-9,48813.90,2
18190000809,8,1,2,0,1,1,1,1,1,1,4,1,3,3,-9.00,334.62,0.00,2,46950.00,2
18190000813,4,1,2,0,4,6,3,1,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,34558.75,2
18190000815,8,1,3,1,2,2,1,1,1,2,4,2,1,1,126.92,-9.00,-9.00,-9,51163.68,2
18190000817,7,7,1,0,2,2,2,1,2,3,3,3,3,2,-9.00,109.85,52.96,1,14264.11,1
18190000820,6,1,2,0,3,5,6,1,1,3,2,6,2,1,0.00,-9.00,-9.00,-9,13837.00,2
18190000821,7,7,1,0,3,5,4,1,2,1,4,6,3,2,-9.00,66.46,66.46,1,3804.32,1
18190000822,2,3,3,2,1,2,1,1,2,3,2,4,3,2,-9.00,95.13,0.00,2,23108.80,2
18190000823,8,1,4,2,2,3,1,2,1,3,2,2,1,1,415.38,-9.00,-9.00,-9,100000.00,2
18190000824,2,1,5,3,2,2,1,1,1,3,2,5,3,3,-9.00,115.38,0.00,2,42801.20,2
18190000828,2,3,3,2,2,2,2,1,2,2,2,6,3,2,-9.00,92.31,44.23,1,11928.80,1
18190000829,8,1,5,2,3,4,1,2,1,3,4,6,3,2,-9.00,135.00,0.00,2,51775.00,2
18190000831,2,1,4,2,2,3,1,1,2,4,1,6,2,1,184.62,-9.00,-9.00,-9,100000.00,2
18190000835,2,7,1,0,1,1,1,2,2,2,3,1,3,3,-9.00,98.08,0.00,2,17160.00,2
18190000836,6,6,1,0,4,6,3,2,1,3,3,8,1,1,0.00,-9.00,-9.00,-9,23383.00,2
18190000838,7,1,2,0,2,2,1,1,2,3,3,4,1,1,201.36,-9.00,-9.00,-9,96312.50,2
18190000839,5,1,4,2,2,3,1,1,1,3,2,6,1,1,63.09,-9.00,-9.00,-9,16868.80,2
18190000841,7,7,1,0,4,6,3,1,2,3,3,8,2,1,0.00,-9.00,-9.00,-9,29725.00,2
18190000843,2,1,3,1,2,3,1,1,2,3,2,4,1,1,138.46,-9.00,-9.00,-9,54376.40,2
18190000844,4,1,4,2,2,3,2,1,2,3,2,4,3,3,-9.00,126.92,0.00,2,40722.76,2
18190000846,10,1,4,1,3,4,1,1,1,4,1,6,2,1,200.77,-9.00,-9.00,-9,75557.30,2
18190000847,1,2,3,2,3,4,1,1,1,3,2,5,2,1,144.23,-9.00,-9.00,-9,35100.00,2
18190000848,6,1,3,1,3,4,1,1,1,3,2,5,2,1,105.23,-9.00,-9.00,-9,38787.40,1
18190000849,2,1,2,0,1,2,1,1,2,3,3,1,1,1,153.69,-9.00,-9.00,-9,100000.00,2
18190000852,4,1,3,0,3,4,4,1,1,3,3,7,3,2,-9.00,78.00,0.00,2,28444.00,2
18190000854,7,1,2,0,4,6,3,1,1,1,4,1,3,2,-9.00,87.00,87.00,1,13356.00,1
18190000855,4,6,1,0,2,3,1,1,1,2,5,2,3,3,-9.00,138.46,0.00,2,11960.00,2
18190000859,1,6,1,0,3,5,3,1,1,1,4,3,3,2,-9.00,65.00,65.00,1,11258.00,1
18190000861,2,1,5,3,2,3,2,1,2,3,2,2,3,3,-9.00,172.62,45.69,1,47429.20,1
18190000864,5,1,2,0,4,6,3,1,1,4,1,4,2,1,0.00,-9.00,-9.00,-9,35518.50,1
18190000865,6,6,1,0,3,4,1,2,1,3,3,6,3,2,-9.00,80.95,0.00,2,19390.00,2
18190000867,6,1,2,0,2,3,1,1,2,2,3,5,1,1,0.00,-9.00,-9.00,-9,49475.00,2
18190000868,8,1,2,0,4,6,3,1,1,2,4,6,3,2,-9.00,120.00,0.00,2,12938.00,1
18190000872,9,1,2,0,4,6,3,1,1,4,1,8,2,1,0.00,-9.00,-9.00,-9,27046.00,2
18190000876,6,6,1,0,4,6,3,1,1,4,1,8,2,1,0.00,-9.00,-9.00,-9,56609.50,2
18190000877,8,1,4,2,2,3,1,1,1,2,5,6,1,1,150.96,-9.00,-9.00,-9,57132.50,2
18190000880,10,1,2,0,3,5,3,1,1,5,1,4,2,1,0.00,-9.00,-9.00,-9,51022.50,2
18190000881,8,1,2,0,4,6,3,1,2,1,4,6,3,2,-9.00,135.00,0.00,2,59522.32,2
18190000886,5,1,4,0,3,4,1,1,1,4,1,6,2,1,141.92,-9.00,-9.00,-9,100000.00,2
18190000887,5,1,5,2,3,5,1,2,1,4,2,4,3,3,-9.00,144.23,0.00,2,36368.80,2
18190000888,2,7,1,0,4,6,3,1,2,2,4,6,2,1,0.00,-9.00,-9.00,-9,11820.00,1
18190000889,9,1,3,1,2,3,2,1,2,3,2,5,2,1,0.00,-9.00,-9.00,-9,51468.90,2
18190000890,4,1,4,2,2,3,1,1,1,2,2,5,1,1,189.23,-9.00,-9.00,-9,71988.80,2
18190000897,7,1,5,3,2,3,1,2,1,3,3,3,1,1,0.02,54.50,0.00,2,43420.00,2
18190000907,5,1,4,1,3,4,1,1,1,4,1,4,2,1,259.62,-9.00,-9.00,-9,51126.40,2
18190000908,9,6,1,0,4,6,3,1,1,4,1,7,2,1,0.00,-9.00,-9.00,-9,51432.50,2
18190000909,5,1,2,0,1,2,1,1,2,2,3,1,3,3,-9.00,160.38,0.00,2,31587.50,2
18190000911,2,1,2,0,2,2,1,1,1,3,2,5,1,1,133.85,-9.00,-9.00,-9,28696.18,2
18190000914,4,1,2,0,3,5,1,1,1,5,1,8,2,1,0.00,-9.00,-9.00,-9,54853.95,2
18190000916,8,1,2,0,4,6,3,1,1,1,3,5,3,2,-9.00,93.00,88.00,1,17256.00,1
18190000917,5,7,1,0,4,6,3,1,2,3,2,7,2,1,0.00,-9.00,-9.00,-9,16496.50,2
18190000918,2,1,2,0,3,5,1,1,1,1,4,4,3,3,-9.00,84.00,0.00,2,38621.50,2
18190000920,2,1,2,0,3,5,2,1,1,5,2,8,2,1,0.00,-9.00,-9.00,-9,62925.00,2
18190000921,4,3,2,1,2,2,1,1,2,3,3,2,3,3,-9.00,126.92,0.00,2,19295.15,2
18190000923,8,1,2,0,1,2,1,1,2,1,5,4,3,3,-9.00,265.38,0.00,2,54843.75,2
18190000924,8,1,4,2,2,3,1,1,1,4,1,4,2,1,80.77,-9.00,-9.00,-9,100000.00,2
18190000926,4,3,3,0,4,6,3,1,2,3,2,6,3,2,-9.00,79.38,64.62,1,16900.00,1
18190000927,7,3,2,1,3,4,2,1,2,3,1,5,2,1,221.54,-9.00,-9.00,-9,45295.00,2
18190000929,6,1,2,0,2,3,1,1,1,2,2,6,2,1,0.00,-9.00,-9.00,-9,44703.75,2
18190000932,8,6,1,0,2,3,6,2,1,2,5,3,3,3,-9.00,162.00,162.00,1,6084.00,1
18190000933,6,6,1,0,4,6,3,1,1,3,1,8,1,1,0.00,-9.00,-9.00,-9,9620.00,2
18190000934,8,1,4,2,3,4,1,1,1,3,3,6,1,1,288.46,-9.00,-9.00,-9,71061.00,2
18190000936,7,1,2,0,3,4,1,1,2,2,3,6,1,1,196.15,-9.00,-9.00,-9,66700.00,2
18190000939,2,1,2,0,3,5,1,1,2,3,2,8,1,1,0.00,-9.00,-9.00,-9,51492.50,2
18190000940,7,3,2,1,2,3,2,2,2,2,4,1,3,3,-9.00,300.00,0.00,2,13941.65,1
18190000944,2,1,5,2,2,3,1,1,2,4,1,6,1,1,189.92,-9.00,-9.00,-9,80215.05,2
18190000945,2,1,2,0,4,6,1,1,2,3,3,7,2,1,0.00,-9.00,-9.00,-9,41600.00,2
18190000950,7,1,3,1,2,2,1,1,2,3,1,2,3,3,-9.00,173.08,0.00,2,30545.00,2
18190000954,8,3,2,1,2,2,1,1,2,2,3,5,3,2,-9.00,101.00,96.69,1,8187.00,1
18190000957,7,1,5,3,2,3,4,1,1,2,3,6,1,1,415.38,46.15,46.15,1,17316.00,1
18190000959,9,7,1,0,4,6,3,1,2,2,4,5,3,2,-9.00,239.31,180.00,1,19344.00,1
18190000960,10,3,2,0,3,4,1,1,2,4,1,6,2,1,0.00,-9.00,-9.00,-9,36851.40,2
18190000961,2,1,2,0,3,4,1,1,2,4,1,6,2,1,335.08,-9.00,-9.00,-9,84075.00,2
18190000967,8,1,4,0,4,6,3,1,1,2,3,6,3,2,-9.00,250.00,175.00,1,32821.75,1
18190000968,7,5,2,0,4,6,2,1,2,3,3,8,1,1,0.00,-9.00,-9.00,-9,51637.50,2
18190000972,4,7,1,0,4,6,3,1,2,2,2,6,3,2,-9.00,75.00,75.00,1,14107.00,1
18190000973,8,3,2,0,4,6,3,1,2,2,4,7,3,2,-9.00,144.00,144.00,1,8476.00,1
18190000977,6,3,5,3,2,3,5,2,2,3,3,1,3,2,-9.00,144.92,0.00,2,37549.20,1
18190000980,9,7,1,0,2,2,1,1,2,1,2,4,1,1,75.00,36.92,0.00,2,22100.00,2
18190000981,5,7,1,0,3,5,3,1,2,2,3,4,3,3,-9.00,126.92,0.00,2,28189.00,2
18190000989,9,1,4,0,3,4,1,1,1,3,2,7,3,2,-9.00,101.54,0.00,2,65480.00,1
18190000990,2,1,2,0,2,2,1,1,1,2,4,1,3,3,-9.00,150.00,0.00,2,34320.00,2
18190000992,4,7,1,0,4,6,3,1,2,2,4,5,3,2,-9.00,200.75,0.00,2,18860.50,2
18190000993,6,3,2,1,2,3,2,1,2,2,3,3,2,1,0.00,-9.00,-9.00,-9,9916.40,2
18190000994,7,3,2,1,1,2,2,1,2,2,2,3,3,2,-9.00,78.75,28.75,1,34980.40,1
18190000995,6,1,2,0,2,3,1,1,1,4,1,5,2,1,346.15,-9.00,-9.00,-9,87000.00,2
18190000998,2,6,1,0,4,6,3,1,1,2,3,6,3,2,-9.00,75.00,75.00,1,8476.00,1
18190000999,8,7,1,0,4,6,3,1,2,2,4,2,3,2,-9.00,170.00,170.00,1,8476.00,1
18190001000,8,1,4,2,2,2,6,1,2,2,4,5,3,2,-9.00,131.54,0.00,2,38488.80,2
18190001001,8,7,1,0,4,6,3,2,2,2,4,3,3,3,-9.00,276.92,0.00,2,8476.00,1
18190001002,8,1,3,0,3,5,1,1,2,4,2,8,2,1,253.85,-9.00,-9.00,-9,93012.50,2
18190001003,8,1,3,0,4,6,3,2,1,2,4,6,3,2,-9.00,180.00,180.00,1,27676.00,1
18190001006,4,1,2,0,4,6,3,1,1,2,2,6,2,1,0.00,-9.00,-9.00,-9,31720.00,1
18190001007,2,1,3,1,3,5,6,1,1,2,3,5,3,3,-9.00,114.23,46.15,1,20368.40,1
18190001012,9,1,9,5,2,3,6,2,2,5,4,7,3,2,-9.00,218.82,180.00,1,15709.00,1
18190001013,8,3,3,2,3,4,2,1,2,3,5,8,3,2,-9.00,106.15,0.00,2,25234.00,2
18190001018,9,3,6,5,2,3,4,1,2,3,2,5,3,3,-9.00,275.00,85.00,1,22103.00,1
18190001022,2,6,1,0,4,6,3,1,1,3,3,8,3,2,-9.00,20.77,20.77,1,17906.60,1
18190001023,9,7,1,0,4,6,3,1,2,3,1,7,2,1,0.00,-9.00,-9.00,-9,12155.00,2
18190001025,5,3,3,2,1,2,6,1,2,3,3,4,3,3,-9.00,120.00,99.23,1,9120.00,1
18190001026,7,1,4,2,3,4,1,2,1,3,3,6,3,2,-9.00,115.38,0.00,2,54143.80,2
18190001027,8,7,1,0,3,5,1,1,2,2,3,6,3,3,-9.00,240.00,50.07,1,22175.00,1
18190001029,8,3,4,2,2,3,2,2,2,3,3,2,3,2,-9.00,250.00,125.00,1,14514.40,1
18190001030,5,7,1,0,3,5,6,1,2,3,2,8,3,2,-9.00,99.00,77.00,1,5546.00,1
18190001034,9,1,2,0,4,6,3,1,1,5,1,8,2,1,0.00,-9.00,-9.00,-9,88962.50,2
18190001035,6,1,2,0,1,2,2,1,2,2,4,1,3,3,-9.00,183.46,0.00,2,28155.00,2
18190001036,10,3,3,2,2,3,2,1,2,3,2,5,3,2,-9.00,130.00,40.00,1,27528.80,1
18190001037,2,3,6,4,2,3,2,1,2,3,2,5,3,2,-9.00,84.00,0.00,2,38989.20,1
18190001039,6,7,1,0,4,6,3,2,2,2,3,7,2,1,0.00,-9.00,-9.00,-9,19875.00,2
18190001041,7,1,2,0,1,2,1,1,1,4,1,1,2,1,199.38,-9.00,-9.00,-9,50337.50,2
18190001043,2,6,1,0,3,5,6,1,1,1,4,5,3,2,-9.00,89.00,89.00,1,15946.00,1
